content_id,content,subject,sentiment_value
5Rf0CxJzMbaBkIXs,后备箱 异响 一段时间 不响,舒适性,-1
6Fw8d0qDEibjhv5o,这车 办法 响 5000 多公里 后备箱 响 几天 柱 频繁 响 顶棚 全拆 找到 原因,舒适性,-1
UDy3EfOjJb8cT0pP,傲虎 价格 区间 算 四驱 旅行 较大 后备箱 森林 好开 一点点 价格 区间 级别 好像 地方,空间,1
UDy3EfOjJb8cT0pP,傲虎 价格 区间 算 四驱 旅行 较大 后备箱 森林 好开 一点点 价格 区间 级别 好像 地方,价格,0
UDy3EfOjJb8cT0pP,傲虎 价格 区间 算 四驱 旅行 较大 后备箱 森林 好开 一点点 价格 区间 级别 好像 地方,操控,1
LfUK7hXlOEmdCMB9,市区 开 安静 提速 后备箱 ！,空间,0
LfUK7hXlOEmdCMB9,市区 开 安静 提速 后备箱 ！,舒适性,1
LfUK7hXlOEmdCMB9,市区 开 安静 提速 后备箱 ！,动力,1
UeLvzwDXC6WAc38q,十代 雅阁 凯美瑞 混动 电池 放在 后座 底下 后备箱,空间,0
W92KZ3jSTH5BIwsn,我刚 订车   想 换 一键 启动   后备箱 电动   4S   店 建议 安装 进口车 原因 看汉兰达   等车   4S店   安装,空间,0
ZTaoR5J43fIgxW7Y,雷克萨斯 后备箱 里 装 重 艾斯比,空间,0
eGUSAaCRHxsZh6OI,金属 哒 哒 哒 声音 稍微 颠簸 上次 4S   后备箱 东西 听到 回家 声音 后备箱 清空 声音 真 恼火   年   消停,舒适性,-1
bUS6c5gvlBJMQfYp,森林 人开 开 内饰 磕碜 点 真的 高速 风噪 确实 大车 好车 价格 略贵,舒适性,0
bUS6c5gvlBJMQfYp,森林 人开 开 内饰 磕碜 点 真的 高速 风噪 确实 大车 好车 价格 略贵,价格,-1
bUS6c5gvlBJMQfYp,森林 人开 开 内饰 磕碜 点 真的 高速 风噪 确实 大车 好车 价格 略贵,内饰,-1
wFeYb3WmA9UkcCzR,风噪 点 还行 高速 120 以内 影响 价格 还行 车 东西 一分 价钱 一分货 贵是 贵在 税上,舒适性,-1
wFeYb3WmA9UkcCzR,风噪 点 还行 高速 120 以内 影响 价格 还行 车 东西 一分 价钱 一分货 贵是 贵在 税上,价格,0
r7GWzTsgD8iJIj3H,元 防水 胶布 试验 密封性 价廉物美 好看 试验 左前 右边 情况 找到 合适 密封条 风噪 降低 50%,舒适性,0
6H8Xqa15KdOz2SxM,四楼 图片 三角 窗 柱 位置 柱接 接缝处 贴 密封条 减少 风噪,舒适性,0
hByxXT5mJdHSOnz4,三角 窗 边上 条沟 填满 东西 就行 开车 超过 八十 手指 伸进 沟沟 用力 顶住 三角 窗靠 感觉 没风噪 楼主 位署 贴 胶条,舒适性,0
0MY9wCZARDdIQlq3,朋友 森林 论坛 有名 自黑 精神 森林 同价位 内饰 科技 感 较差 之外 大部分 完胜 缺点 告诉 起步 噪音 高速 风噪大 耗油 不低 知名度 差 科技 感差 内饰 低档 保养 价格比 宝马 X1 还贵 一点 朋友 X1 保养 600 全时 四驱 满大街 再也不能 装 X,舒适性,-1
0MY9wCZARDdIQlq3,朋友 森林 论坛 有名 自黑 精神 森林 同价位 内饰 科技 感 较差 之外 大部分 完胜 缺点 告诉 起步 噪音 高速 风噪大 耗油 不低 知名度 差 科技 感差 内饰 低档 保养 价格比 宝马 X1 还贵 一点 朋友 X1 保养 600 全时 四驱 满大街 再也不能 装 X,内饰,-1
0MY9wCZARDdIQlq3,朋友 森林 论坛 有名 自黑 精神 森林 同价位 内饰 科技 感 较差 之外 大部分 完胜 缺点 告诉 起步 噪音 高速 风噪大 耗油 不低 知名度 差 科技 感差 内饰 低档 保养 价格比 宝马 X1 还贵 一点 朋友 X1 保养 600 全时 四驱 满大街 再也不能 装 X,价格,0
3mx6vzpl7Yc0ZLKr,讲 安全性 车身 刚性 钣 金 厚度 气囊 数量 说 事儿 想 说 车 开 事故 车 开车 绝大部分 时间 城市道路 城市 交通事故 绝大多数 倒车 并线 左拐 时 发生 视野 降低 事故 发生 森林 长处,安全性,0
oQzjfcmaLPFD7ky9,新款 发动机 更强 波箱 效率 问 车身 刚性 硬 rav4 样子 货,安全性,1
oQzjfcmaLPFD7ky9,新款 发动机 更强 波箱 效率 问 车身 刚性 硬 rav4 样子 货,动力,1
KNR7ItHEXGrL6dOh,确实 五代 设计 阳刚 比不上 rav4 自由 侠 都市 没法 crv 途观 拼 本来 都市   越野 同级 最强 外观 毁       sgp 70 车身 刚性 一点 真 后悔 入 2017 款,安全性,1
KNR7ItHEXGrL6dOh,确实 五代 设计 阳刚 比不上 rav4 自由 侠 都市 没法 crv 途观 拼 本来 都市   越野 同级 最强 外观 毁       sgp 70 车身 刚性 一点 真 后悔 入 2017 款,外观,-1
QNsVMBvoEygOfL8t,确实 同感 宝马 车型 中 X3 机舱 八字 件 Q5 好像 新 改款 森说 强度 大幅度 增加 德国 车 加点 车体 方式 感觉 森 X3   Q5 级别 刚性 差,安全性,0
wux69ED4HTgslKCR,刚性 平时 体现   高速 弯 连续 颠簸 路面 过分 点 外来 力量 冲击 撞击 这时候 体现 增加 刚性   同级 车互 怼 如归 怼 连主舱 柱子 变形 弯曲 车门 打不开 至少 车 不到 变形,安全性,0
m25iVOTKdUuZcQGL,推荐 倍 耐力 轮胎 我用 抓 地力 胎噪 平衡 性价比 不错,舒适性,0
m25iVOTKdUuZcQGL,推荐 倍 耐力 轮胎 我用 抓 地力 胎噪 平衡 性价比 不错,操控,0
g0nXGQwvWmUJMCFN,感觉 g015 胎 宽 保护 更强 抓地力 更好 便宜,操控,0
g0nXGQwvWmUJMCFN,感觉 g015 胎 宽 保护 更强 抓地力 更好 便宜,价格,0
TSNXIVBiA8JekuvD,噪音 操控 抓 地力 提升 感觉,操控,0
TSNXIVBiA8JekuvD,噪音 操控 抓 地力 提升 感觉,舒适性,0
8zh75rBMA1SNaImD,米其林 静音 舒服 抓地力 横滨 权衡,操控,0
8zh75rBMA1SNaImD,米其林 静音 舒服 抓地力 横滨 权衡,舒适性,0
ViQybUjGYCXAOdZu,舒适   静音   耐磨   抓地力   在乎 一种,舒适性,0
ViQybUjGYCXAOdZu,舒适   静音   耐磨   抓地力   在乎 一种,操控,0
WbG5atgXCcmYs2xj,轮胎 更换 一看 磨损 二看 年头 磨损 标记 磨损 年头 五年 完 犊子 不开 换 换 换 四条 总在 城里 开 激烈 驾驶 换 两条 单换 两条 四条 抓地力 影响 车子 操控 影响 雨天 冬季 冰雪 路面,操控,0
aLMrn70Np8V5db4w,港 加装 倒车 雷达 留下 后遗症 抠 装 拍紧 拆 太,配置,0
iFzWOxHUpYX4ZsyI,厉害 见多识广 品牌 雷达 ACC 位置,配置,0
tyUsPdW0E6rNQnJB,显示器 位置 能接 前置 雷达,配置,0
vbemPl2xEGWjS4fI,优点 好开 开着 舒服,配置,1
4yjh2d5ANRFasXoU,优点 内饰 森林 人强 斯巴鲁 内饰 级别 空间 动力 建议 2.0 T 顺畅 性好 国内 北美 3.6 R 自吸 版本 更爽 缺点 提速 森林 人快 车 大小 重量 级别 越野 能力 不错 雪泥 非铺 装 路面 一点 价格 高于 森林,内饰,1
4yjh2d5ANRFasXoU,优点 内饰 森林 人强 斯巴鲁 内饰 级别 空间 动力 建议 2.0 T 顺畅 性好 国内 北美 3.6 R 自吸 版本 更爽 缺点 提速 森林 人快 车 大小 重量 级别 越野 能力 不错 雪泥 非铺 装 路面 一点 价格 高于 森林,空间,1
4yjh2d5ANRFasXoU,优点 内饰 森林 人强 斯巴鲁 内饰 级别 空间 动力 建议 2.0 T 顺畅 性好 国内 北美 3.6 R 自吸 版本 更爽 缺点 提速 森林 人快 车 大小 重量 级别 越野 能力 不错 雪泥 非铺 装 路面 一点 价格 高于 森林,动力,0
4yjh2d5ANRFasXoU,优点 内饰 森林 人强 斯巴鲁 内饰 级别 空间 动力 建议 2.0 T 顺畅 性好 国内 北美 3.6 R 自吸 版本 更爽 缺点 提速 森林 人快 车 大小 重量 级别 越野 能力 不错 雪泥 非铺 装 路面 一点 价格 高于 森林,价格,0
HUvoV1sCZRmgzXrP,建议 新一代 森林 下单 半年 上市 森林 优点 说 缺点 保养 价格 贵 隔音 效果 音响系统 太 廉价 ！,舒适性,-1
HUvoV1sCZRmgzXrP,建议 新一代 森林 下单 半年 上市 森林 优点 说 缺点 保养 价格 贵 隔音 效果 音响系统 太 廉价 ！,价格,-1
t6lD98IS1LgQvaHA,水平 对置 缺点 维修 麻烦,动力,-1
kmMC7DafPy9ZBhgj,优点 缺点 卡仕达 机器 稳定 朋友 代理 品牌 好多年 价格 贵 屏幕 分辨率 高 值得 拥有 ！ 满意 请 采纳 ！,配置,1
43C8EZSTqUgwk9AL,省油 操控性 不错 提速 满意 发现 优点,油耗,1
43C8EZSTqUgwk9AL,省油 操控性 不错 提速 满意 发现 优点,操控,1
43C8EZSTqUgwk9AL,省油 操控性 不错 提速 满意 发现 优点,动力,1
Shag7Elj9fPbAFHI,换米 胖子 马牌 主打 静音 舒适 缺点 耐磨,舒适性,1
cowrp1gi7jB24XOI,发动机 FB 换成 FA 老牛 逼,动力,1
FO9aYricTCvDGRz5,斯巴鲁 进口车 简配 山寨 导航 人人皆知 进口车 关税 太 合资 车 简配 惨目 忍睹 底盘 发动机,动力,0
FO9aYricTCvDGRz5,斯巴鲁 进口车 简配 山寨 导航 人人皆知 进口车 关税 太 合资 车 简配 惨目 忍睹 底盘 发动机,安全性,0
FO9aYricTCvDGRz5,斯巴鲁 进口车 简配 山寨 导航 人人皆知 进口车 关税 太 合资 车 简配 惨目 忍睹 底盘 发动机,操控,0
rlGCgxEwYWZuRQkN,brz 发动机 赛道 缺点 扭矩 适合 ｓ ｕ ｖ ｓ ｕ ｖ 追求 低速 扭距,动力,-1
DOsHnyp30YoUucGe,4s 机油 发动机 声音 脆点 我换 过安索 声音 闷点 没试,动力,0
4Hyvuk1MNPaAVrTQ,4s店 拆 发动机盖 换 全套 密封圈 大修 包 投诉 采纳 免费 换,动力,0
INbZHDKnJG4pQ2B7,2.4 自由 两个   小毛病 异响   2.4 发动机 一段时间 后烧 机油   自由 2.0 T 发动机 倒,动力,-1
INbZHDKnJG4pQ2B7,2.4 自由 两个   小毛病 异响   2.4 发动机 一段时间 后烧 机油   自由 2.0 T 发动机 倒,舒适性,-1
CKsgy80HtwfmMpDv,发动机 目视 插 电脑 相关 数据流,动力,0
ILA7jokhnGU1Xf94,车 发动机舱 脏 擦擦,动力,0
aktlH7cMWx4zZPm6,2017 年 月份 入手 森林 经历 纠结 两款 车型 很难 取舍 定金 一刻 朋友 赶到 4S店 问 选择 外观 选择 耐用 执意 选择 斯巴鲁 全世界 保时捷 斯巴鲁 平行 对置 发动机 耐抗 耐造 发动机 萌发 西藏 念头 越来越 浓烈,动力,0
I8bTRWjiY4rg1MyA,4S 弄 交车 直说 发动机 没洗 跑 跑 挥发 一周 停车 臭死 沥青 那种 味道,舒适性,-1
G8gHcpx41qsJmnRk,说 机油 润滑 不到 说法 直列 发动机 气缸 倒置 曲轴箱 缸体 地方 润滑 不到,动力,0
237Ti5lHOtvAZ4KB,X3 低配 X3M 差 30 万 2T 森林 人换 FA20DIT 发动机 高强度 变速箱 加 万   谁关 心理 表达出来 欠 骂,配置,0
237Ti5lHOtvAZ4KB,X3 低配 X3M 差 30 万 2T 森林 人换 FA20DIT 发动机 高强度 变速箱 加 万   谁关 心理 表达出来 欠 骂,价格,0
237Ti5lHOtvAZ4KB,X3 低配 X3M 差 30 万 2T 森林 人换 FA20DIT 发动机 高强度 变速箱 加 万   谁关 心理 表达出来 欠 骂,动力,0
PkGXmMivBteuIR9z,一只 活塞 几牛 重力 抵消 发动机 运行 几百 牛米 加速度 去造 永动机,动力,0
7jgVe8MrKlXht2So,宝马 发动机 漏油 假货 真货 包浆 懂,动力,0
9sJthMOqk5xZgVvl,不用 80 90 速度 上坡 D 档 发动机 转速 2000 M 档 1500 跑 路 M 档要 D 档 省油 M 档 个油 D 档 个油,油耗,0
RPMfI08phZvLcYTF,车展 只配 2.5 发动机 估计 价格 上涨,动力,0
RPMfI08phZvLcYTF,车展 只配 2.5 发动机 估计 价格 上涨,价格,0
hE7CjYoKt9BXrJyG,你好 车 加速 发动机 声音   车 听,舒适性,0
wTeYqOMZWtKbcrN0,一月份 网上 买 金 美孚 一号 0w 20 机油 换 机滤 网上 买 跑 3000 多公里 总体 感觉 机油 不错 提速 时 发动机 噪音 声音 浑厚 怠速时 静音 效果 声音 公里 数上去 机油 衰减 情况 做出 准确 判断,动力,0
K4CEcr32MIaN5e6q,01 加速 简单 测试 一辆车 加速 性能 测试 意义 行驶 表现 检验 一辆车 动力 出力 性 发动机 变速箱 匹配 程度 说 地板 油 飙车 超车 紧急 避险 快速 响应 动力 表现 提供 更好 时机 喜欢 斯巴鲁 车友 注重 一辆车 机械 素质 探讨 加速 成绩 温度 路况 人开 加速 成绩 影响,动力,0
ghCtufTOj7iSxVcz,发动机舱 打开 Das   auto vw,动力,0
uezJVQs5tB7oNIRv,水温 早上 长时间 停放 车 凉 发动机 水温 温度 发动机 电脑 调节 供给 混合气 浓 机油 供给量 偏少 达 不到 润滑 转速 高 声音 工作 稳定 尾气 味道 发动机 升温 慢慢 恢复 怠速 转速 工作 状态   回答 车友 荣幸 满意 请 采纳,动力,0
R8gcC6vw0oQGSjf5,更换 高级 空滤 前提 滤芯 阻力 大到 影响 发动机 出力 程度 阻力 微不足道 摘 空滤,动力,0
R8gcC6vw0oQGSjf5,更换 高级 空滤 前提 滤芯 阻力 大到 影响 发动机 出力 程度 阻力 微不足道 摘 空滤,配置,0
PZjbJKQhH1COiWNz,货车 发动机 那种 马蹄声,舒适性,0
Nlv1wuEKPdxtBp2V,不错 弄 上次 有个 哥们 改了 钥匙 发动机 锁住,动力,0
OtaXvdjHVxg9I3Cy,说明书 读一读 蓝灯 告诉 发动机 变速箱 预热 到位 瞎 踩油门,动力,0
0YDRfS4XWuNAIoka,说明书 OW20 合成 油 增加 粘度 气温 高 发动机 温度 高 车不烧 机油 就行了,动力,0
BYp90ceR435FDQMI,常识 发动机 水温 90 摄氏度 你家 夏天 90 度,动力,0
lay761zMZx90qWw8,1.6 发动机 天窗 漏水,动力,1
yzDlBcQMbJ14New2,森林 12 款 正时 链条 皮带 保养 贵 这车 保养 价格 2.0 t 途观 外面 保 贵 12 款 烧 机油 12 款 开 4s 保养 右侧 发动机 缸盖 渗油 没什么 变化 暂时 不烧 机油 论坛 这么久 感觉 老森比 新森 皮实 老森 底盘 比新森强 变速箱 落后 真的,动力,-1
yzDlBcQMbJ14New2,森林 12 款 正时 链条 皮带 保养 贵 这车 保养 价格 2.0 t 途观 外面 保 贵 12 款 烧 机油 12 款 开 4s 保养 右侧 发动机 缸盖 渗油 没什么 变化 暂时 不烧 机油 论坛 这么久 感觉 老森比 新森 皮实 老森 底盘 比新森强 变速箱 落后 真的,操控,1
5ZW0LY3bD6PV1kON,礼拜 刚刚 做 万公里 保养 说 保养 手册 要换 火花塞 说好 换 付钱 一看 光换个 火花塞 材料 加工 时 1000 块 说 贵 4S 说 水平 对置 发动机 笑,动力,0
Z6FKzbHIoMcqLJhU,水平 对置 发动机 换 火花塞 确实 直列 四缸 一点 复杂程度 好比 吃饭 调羹 趴饭 改成 筷子 趴饭 并木有 夸张 难度 车子 换 机油 车子 顶 拆掉 发动机 护板 拆装 护板 分钟 卸掉 几颗 螺丝 简单 底下 火花塞 工时费 收 是因为 进口 品牌 儿子 维保 高 溢价,动力,0
bYzig28XNeHUV0hS,新款 一圈 2.5 发动机 有没有 改进 视频 里 新 研发 2.5 发动机 油冷 装置 图片 里 原先 拉力 蓝 好看,动力,0
CGLvSyU3qO52BJ9V,车原车 自动 落锁 事情 发动机 转 不远 家人 打车 送 备用 钥匙 成 病态 熄火 拔 钥匙 窗户 降下 一点,动力,0
rDbnmBdqe0HjMl9Z,汽车 油 油 倒好 高档 车辆 多大 压缩比 标称 92 93 97 年代 标注 93 一般来说 压缩比 加 低 标号 油 爆震 低速 工程师 解决 稀燃 喷油 技术 牺牲 一点 低 扭 高 压缩比 发动机 第一个 级别 标号 汽油 原因 降低 用车 成本 买车         标号 油 大姑娘 疏歪桃 随辫,动力,0
twWIZhDHyUKEo4Ma,价格 不错 2.5 动力 还行 烧 机油 驾驶 习惯 关系 2.0 发动机 账面 数据 好看 车 驾驶,动力,0
g490I83ofjZpsHFl,13 款 2.0 首保后 30 机油 4.5 万 换 40 机油 5.6 万 机油 排气管 干净 发动机 声音 无噪音,动力,0
v3IA2ypPwN8kW4K9,ej25 发动机 95 不假 西藏 92 喝,动力,0
rjfhEFqiBnHJpTte,变速箱 发动机 刹车片 便宜               长 下坡 山路 刹车 一脚,动力,0
rjfhEFqiBnHJpTte,变速箱 发动机 刹车片 便宜               长 下坡 山路 刹车 一脚,安全性,0
ZkKoiPuCwrQmv08F,途观 国产 外观 拉皮 协调 买 买 进口 途观 原汁原味 进口 品质 斯巴鲁 纵置 水平 对置 发动机   全时 四驱 卖点 全 进口 喜欢 肯定 斯巴鲁,动力,1
ZkKoiPuCwrQmv08F,途观 国产 外观 拉皮 协调 买 买 进口 途观 原汁原味 进口 品质 斯巴鲁 纵置 水平 对置 发动机   全时 四驱 卖点 全 进口 喜欢 肯定 斯巴鲁,外观,-1
gDUkhjw7Z3B0SaWv,全时 驱加 纵置 水平 对置 发动机 森林 问,动力,0
xwey2imzTHdlKp0f,发动机 制动 不好,动力,0
A43WPpXa1O9bn0vQ,下坡 降挡 限速 发动机 转速 升高 功能 自动 触发,动力,0
61MCLH0I9wp3jK4Y,形容   卡卡     文字 不好 形容 长期 关窗 行驶 听 不到   肯定 烧 机油 发动机,动力,0
H05zyb4vxThYDNZQ,请问 楼主 发动机 修复 剂,动力,0
LWXVKyOFQPxRZug8,抖 满意 加 添加剂 懂 水平 对置 发动机 稳 怠速 感觉 不到,动力,1
Zswe3unBy6SogmAE,三元催化 热胀冷缩 声音 车 声音 行车 中 排气管 排出 废气 发动机 相连 排气管 温度 高 ！ 轻微 热涨 原理 熄火 排气管 高温 废气 温度 自然 冷却 发出 描述 那种 声音,动力,0
7xI6LdJZDKC3wmMR,171 额定功率 限定 转速 5800 到达 日常 行车 转速 1200 3500 之间 区间 动力 表现 高标号 汽油 发动机 区间 点火 角 提前 转速 攀升 更块 动力 表现 更好 发动机 调教 偏向 低 转速 动力 爆发 高 标高 汽油,动力,0
xhFO7k0DSmUAXs4t,升 地盘 底盘 整整齐齐 一点 油 发动机舱 朋友 说 没见 跑 14 万 机器 底盘 橡胶垫 换 过坑 咯噔 减震 漏油 修理厂 说 悬架 平衡 拉杆 一百多,动力,1
xhFO7k0DSmUAXs4t,升 地盘 底盘 整整齐齐 一点 油 发动机舱 朋友 说 没见 跑 14 万 机器 底盘 橡胶垫 换 过坑 咯噔 减震 漏油 修理厂 说 悬架 平衡 拉杆 一百多,操控,1
Lt3YhQn6mdRyGDpw,楼主 您好 ！ 车辆 缺少 机油 仪表盘 提示 打开 发动机舱 发动机 加油 口,动力,0
ayb3HUkJds0VEZ5h,排水 车外 排水 发动机 影响,动力,0
CjMQ83h0eWSkqZF7,不洗 没事 开车 管道 热 车内开 风扇 发动机舱 味道 包括 海蜡 蒸发 味道 吹进来 解决 方法 开内 循环 开窗 进风,动力,0
RQcIpzJB24XLfKem,森林 国外 rav4   crv 级别 评价 发动机 实在 太老 舒适性 欠佳   国内 卖 贵   钱 买 日本 制造 信仰 日本 制造 情怀 多重,动力,-1
axhrNXtPWLTeu9D0,13 款 FB 发动机 正 时 皮带,动力,0
huNUP76wC8pEObQs,好像 内盖 漏 外盖换 右侧 400 漏要 抬 发动机 4000 搞 拆 不好,动力,0
QhIZmuaXSr3ntpyo,发动机 宝马 楼主 幼稚 告诉 选 ！,动力,0
DtORuPwel6kCJ4jy,个人感觉 磨合 速度 超 90 迈 发动机 转速 不超 3000 转 急 加油 急刹车 拖拽 车辆 满载 发动机 连续 长时间 运行 发动机 歇歇 满意 请 采纳,动力,0
DtORuPwel6kCJ4jy,个人感觉 磨合 速度 超 90 迈 发动机 转速 不超 3000 转 急 加油 急刹车 拖拽 车辆 满载 发动机 连续 长时间 运行 发动机 歇歇 满意 请 采纳,操控,0
QDLneXBgihujN5HY,2.5 发动机 改款 特别,动力,0
P7NFC6iXmaHAtSMp,我来 告诉 水平 对置 发动机 重量 直列 轻 外观 短 好多,动力,1
P7NFC6iXmaHAtSMp,我来 告诉 水平 对置 发动机 重量 直列 轻 外观 短 好多,外观,0
qTstXyRvLHcpxJ7B,森林 发动机 变速箱 好像 空 木有 齿轮 曲轴,动力,0
ZqrAVLwdMPiGHb3K,方向 重不重 操作 灵活 发动机 没什么 关系 两种 车 区别 提速 时间 楼主 感觉 心理因素,动力,0
XWBEh3i9aYS8QMlD,费油   发动机   副作用,动力,0
wFNYSj9ohsuqIOWf,啥事 侧滑 ESP 关不关 关系 直道 跑 模式 开到 S S 发动机 高转 减少 积碳 冲击 掉 顽固 气门 积碳   平常 市区 里开 本来 低速 低转 高速 正好 拉拉 高转,动力,0
emv2QgaUXcOMtH9P,2.0 发动机 传送带 皮带 2.5 链条 动力 关键,动力,0
XYhf1A8xoevUqNRG,补充 楼上 电辅 轻 混 发动机 车款,动力,0
2WUGnjyIusqERo94,汽油 版 发动机 18 款,动力,0
Eh1tBWUNX60Arcl8,底盘 发动机 外观 全方位 提升,动力,1
Eh1tBWUNX60Arcl8,底盘 发动机 外观 全方位 提升,操控,1
Eh1tBWUNX60Arcl8,底盘 发动机 外观 全方位 提升,外观,-1
rUNMsgG2Fo1ZQtBD,40 标号 黏性 点 涡轮 增压 发动机 自吸 选用 30 满意 请 采纳,动力,0
6OxCo5c3E7yd9Yk2,保修期 索赔 导航 后轮 轴承 波箱 油路 板 差速器 漏油 发动机 漏油 12 万公里 感觉 压缩机 要坏 启动 停止 声音 很大,配置,0
CHoKr9qT7yGUtN0s,欧蓝德 油 不用 意念 控制 想 走 走 想 停 停 发动机 转着 听个 声 行,动力,0
IWhCeZ1tG7fXSqFa,喜欢 EJ 系列 发动机,动力,0
E9nmeIlVcqW32P8A,说 车型     SE   2.5 xt   SE 发动机   EJ255   调校   5000 公里 保养   T,动力,0
TQXkh5E7njPFZDoz,压缩空气 吹 发动机 机油 换 卤水 卤汁 巴适,动力,0
h0pSmRlbWq7cBetU,三元催化 位置 直列 四缸 机器 排气 刚出 排气 门 集成 一股 三元催化 水箱 发动机 之间 水平 对置 发动机 排气 两侧 三元催化 发动机 护板 开 洞 露出 马自 提高效率 减少 排气 干涉 选择 变 变 导致 三元催化 距离远 加热 困难,动力,0
YnpQUVX7vNDh9MiL,如果说 发动机 坏 得查 原因 坏 发动机 机油 达标 车主 保养 4s 责任 机油 达标 4s 说 保养 4s 出示 保养 证据 估计 4s 只能 出示 4s店 保养 证据,动力,0
yaLh5ZplFRUqs7HX,白色 车漆 发黄 肯定 车漆 现 只不过 白色 车 金属漆 漆内 添加 金属 粉 氧化 发黄 情况,外观,0
gFX3mEjbn5NSw0Hi,万 车漆 薄 行,外观,-1
ed1SKC8DtRoP4Zgn,车身 店里 全 车 打蜡 保护 车漆 细小 划痕 修复 灯上 弄 可不 弄,外观,0
qftscUEPV2G0Brmb,日系车 漆软 稍 碰 一条 头发 纹 白车 不算 黑车 特显 黑车 换 地方 洗车 店太糙 洗 引擎盖 好几条 划痕 建议 打蜡 汽车 美容店 抛光 打蜡,外观,-1
9xm7cYrqbL4Q3wjX,问烧 机油 真心 森仔 车漆 软 纳入 选车 理由 途观,外观,-1
9xm7cYrqbL4Q3wjX,问烧 机油 真心 森仔 车漆 软 纳入 选车 理由 途观,动力,0
baukEnQqgoZ3wD0B,先说 车漆 软 大众 车漆厚 高档 车 a6     q7 开过 公司 车 途观 回事儿 途观 一部 女人 开 车 优点 缺点 买 森林 奔 森开 感觉 有点像 q7 舒适性 一部 越开 越 喜欢 开 车 森林 常说 缺点 优点 那种 车 纠结 喜欢 森 买途观 途观 价格 优惠,外观,0
OBAcuQaTDJVlxNbf,烧 机油 现款 15 改进 车漆 真软 挺 旁边 兄弟 开门 没事 车门 全是 伤,外观,-1
OBAcuQaTDJVlxNbf,烧 机油 现款 15 改进 车漆 真软 挺 旁边 兄弟 开门 没事 车门 全是 伤,动力,0
DMFxATNYuk2viqX6,烧 机油 解决 车漆 太过 纠结 贴个 车衣,动力,0
MJjSb6BdcGkDXUO4,改色 车管所 备案 就行了 推荐 做 全车 漆 卖 买家 怀疑 出过 事故,外观,0
Okcy6e4KioYpdAB2,原车 漆 留着 喷 工艺 达 不到 烤 漆 老化 弄不好 还会 吐露 皮,外观,0
iUkIFpPSEluOeK85,够 做 车子 4S 做 全车 漆 两天 提,外观,0
KY6vMunl79mTRA2w,sti 真心 好看 明白 为啥 搞个 家族化 套用 sti 前 脸,外观,0
I70nrj8SBF2mEVL5,提 豪华 导航 版 时尚 导航 版前 脸 獠牙,外观,0
MURdFyVnX1mt0Glv,恭喜 楼主 ！ 刚定 2.5 豪华 导航 喜欢 前脸 银色 没现 车 几个 月 提车 打算 改装 钥匙 爱面子 长 一根 戳 兜里 太膈 应人,外观,1
TLY71cPa9BO2SgNm,引擎盖 改装 前脸 变,外观,0
nIR3Zi4XrjkGAauo,前脸 设计 看着 精致 协调,外观,1
quY298zwV0DvNkW3,当初 偏爱 日系 无奈 荣放前 脸无爱 crv 停售 日产 更无爱 选择 阿森,外观,-1
JelpyOcIvqFLzNEV,森 车主   新车   心痛   前脸 镀铬 太   尴尬   尾部 四不像   森林 几十年 风格   侧面 越来越 娘炮   轮毂 廉价 感 十足   接近 韩国 车 风格     毁 ！ 兄弟 感觉,外观,-1
fYkWhoHu0eti9zQB,前脸 更好 多些 功能,外观,1
QqXCUNMiB60FlPTA,楼主 试驾 试乘 车辆 动力 性能 功率 扭矩 扭矩 转速 配置 后排 空间 舒适性 列表 评估 需求 选择 适合 车辆,动力,0
QqXCUNMiB60FlPTA,楼主 试驾 试乘 车辆 动力 性能 功率 扭矩 扭矩 转速 配置 后排 空间 舒适性 列表 评估 需求 选择 适合 车辆,配置,0
QqXCUNMiB60FlPTA,楼主 试驾 试乘 车辆 动力 性能 功率 扭矩 扭矩 转速 配置 后排 空间 舒适性 列表 评估 需求 选择 适合 车辆,空间,0
QqXCUNMiB60FlPTA,楼主 试驾 试乘 车辆 动力 性能 功率 扭矩 扭矩 转速 配置 后排 空间 舒适性 列表 评估 需求 选择 适合 车辆,舒适性,0
fh4T123PVQyNzYUm,不在乎 空间 两个 乘用 居多 选 XV 在乎 两条 新款 森林,空间,0
EZVwqPRzrl9UWGHb,Q5 高于 森林 外观 内饰 吊打 森了 以下几点 留意     国产 奥迪   Q5 内部 味道 较大 听说 介意 请 体验       Q5 托森 中差 抛弃 四驱   quattro 看官 体会     Q5 乘坐 内部空间 横向 比森好 纵向 森 轴距 较大 前 悬 宝马 18 新款   Q5L 空间,外观,1
EZVwqPRzrl9UWGHb,Q5 高于 森林 外观 内饰 吊打 森了 以下几点 留意     国产 奥迪   Q5 内部 味道 较大 听说 介意 请 体验       Q5 托森 中差 抛弃 四驱   quattro 看官 体会     Q5 乘坐 内部空间 横向 比森好 纵向 森 轴距 较大 前 悬 宝马 18 新款   Q5L 空间,内饰,1
EZVwqPRzrl9UWGHb,Q5 高于 森林 外观 内饰 吊打 森了 以下几点 留意     国产 奥迪   Q5 内部 味道 较大 听说 介意 请 体验       Q5 托森 中差 抛弃 四驱   quattro 看官 体会     Q5 乘坐 内部空间 横向 比森好 纵向 森 轴距 较大 前 悬 宝马 18 新款   Q5L 空间,舒适性,-1
